year,country_code,country_code_letter,HDI_value,dollar_per_capita,_x_orig,_y_orig,_x_scaled,_y_scaled,cluster
2018,703,SVK,0.86,60.58,60.58,0.86,0.12986445124617402,0.7936507936507939,1
2019,703,SVK,0.863,58.82,58.82,0.863,0.12533758584325727,0.8004535147392293,1
2020,703,SVK,0.86,84.8,84.8,0.86,0.19216029218858507,0.7936507936507939,1
2013,705,SVN,0.901,21.81,21.81,0.901,0.030144808251241027,0.886621315192744,1
2014,705,SVN,0.903,17.68,17.68,0.903,0.01952210705007845,0.8911564625850341,1
2015,705,SVN,0.903,19.08,19.08,0.903,0.02312302271148949,0.8911564625850341,1
2016,705,SVN,0.909,18.66,18.66,0.909,0.022042748013066184,0.9047619047619049,1
2017,705,SVN,0.912,28.26,28.26,0.912,0.04673474111988478,0.9115646258503405,1
2018,705,SVN,0.916,29.54,29.54,0.916,0.050027006867460574,0.9206349206349211,1
2019,705,SVN,0.918,32.91,32.91,0.918,0.05869492528100001,0.9251700680272112,1
2020,705,SVN,0.91,38.59,38.59,0.91,0.0733043545358677,0.9070294784580504,1
2013,752,SWE,0.932,27.16,27.16,0.932,0.043905450243061805,0.9569160997732429,1
2014,752,SWE,0.935,44.34,44.34,0.935,0.08809382957380592,0.9637188208616785,1
2015,752,SWE,0.937,41.26,41.26,0.937,0.08017181511870161,0.9682539682539686,1
2016,752,SWE,0.939,34.6,34.6,0.939,0.06304174490084621,0.9727891156462587,1
2017,752,SWE,0.941,29.65,29.65,0.941,0.05030993595514287,0.9773242630385488,1
2018,752,SWE,0.943,20.7,20.7,0.943,0.02728979654826513,0.9818594104308394,1
2019,752,SWE,0.947,22.18,22.18,0.947,0.031096478818899664,0.9909297052154196,1
2020,752,SWE,0.944,38.2,38.2,0.944,0.0723012423159032,0.9841269841269844,1
2013,764,THA,0.754,66.23,66.23,0.754,0.1443967180225829,0.5532879818594105,2
2014,764,THA,0.785,81.6,81.6,0.785,0.18392962781964556,0.6235827664399096,2
2015,764,THA,0.789,66.8,66.8,0.789,0.14586280511330024,0.63265306122449,2
2016,764,THA,0.793,65.05,65.05,0.793,0.14136166053653643,0.6417233560090705,2
2017,764,THA,0.795,75.61,75.61,0.795,0.16852285295403688,0.6462585034013608,2
2018,764,THA,0.796,80.53,80.53,0.796,0.18117749942128142,0.6485260770975059,2
2019,764,THA,0.801,59.91,59.91,0.801,0.1281411558939273,0.6598639455782316,2
2020,764,THA,0.8,53.17,53.17,0.8,0.11080531906684843,0.6575963718820865,2
2013,804,UKR,0.774,138.13,138.13,0.774,0.32932945806219294,0.5986394557823131,2
2014,804,UKR,0.774,142.35,142.35,0.774,0.34018364669873197,0.5986394557823131,2
2015,804,UKR,0.764,132.3,132.3,0.764,0.3143342164150313,0.575963718820862,2
2016,804,UKR,0.767,133.15,133.15,0.767,0.31652048663803084,0.5827664399092973,2
2017,804,UKR,0.771,143.1,143.1,0.771,0.34211270866020216,0.5918367346938778,2
2018,804,UKR,0.771,160.16,160.16,0.771,0.38599243807711103,0.5918367346938778,0
2019,804,UKR,0.774,214.28,214.28,0.774,0.525193549216801,0.5986394557823131,0
2020,804,UKR,0.762,210.78,210.78,0.762,0.5161912600632733,0.5714285714285716,0
2013,858,URY,0.802,266.96,266.96,0.802,0.6606908613904678,0.6621315192743766,0
2014,858,URY,0.805,258.23,258.23,0.805,0.6382365801589548,0.668934240362812,0
2015,858,URY,0.807,149.85,149.85,0.807,0.359474266313434,0.6734693877551023,0
2016,858,URY,0.811,160.74,160.74,0.811,0.38748424599398135,0.6825396825396828,0
2017,858,URY,0.815,155.6,155.6,0.815,0.3742637413513722,0.6916099773242632,0
2018,858,URY,0.815,120.53,120.53,0.815,0.2840608040330255,0.6916099773242632,2
2019,858,URY,0.818,135.31,135.31,0.818,0.322076185087065,0.6984126984126986,0
2020,858,URY,0.82,164.39,164.39,0.82,0.39687234753980294,0.7029478458049887,0
2013,842,USA,0.922,64.1,64.1,0.922,0.13891818205200748,0.9342403628117919,1
2014,842,USA,0.923,71.57,71.57,0.923,0.1581316391882507,0.936507936507937,1
2015,842,USA,0.924,58.42,58.42,0.924,0.12430875279713985,0.938775510204082,1
2016,842,USA,0.926,58.39,58.39,0.926,0.12423159031868103,0.9433106575963721,1
2017,842,USA,0.928,56.93,56.93,0.928,0.12047634970035237,0.9478458049886627,1
2018,842,USA,0.93,64.01,64.01,0.93,0.1386866946166311,0.9523809523809528,1
2019,842,USA,0.933,51.12,51.12,0.933,0.10553254970549653,0.9591836734693879,1
2020,842,USA,0.923,58.34,58.34,0.923,0.12410298618791638,0.936507936507937,1
2013,670,VCT,0.766,34.17,34.17,0.766,0.06193574937626997,0.580498866213152,2
2014,670,VCT,0.772,30.49,30.49,0.772,0.052470485351989504,0.5941043083900228,2
2015,670,VCT,0.777,27.87,27.87,0.777,0.04573162889992026,0.6054421768707485,2
2016,670,VCT,0.783,23.0,23.0,0.783,0.033205586563440415,0.6190476190476193,2
2017,670,VCT,0.789,22.33,22.33,0.789,0.0314822912111937,0.63265306122449,2
2018,670,VCT,0.793,14.96,14.96,0.793,0.012526042336479849,0.6417233560090705,2
2013,704,VNM,0.689,32.45,32.45,0.689,0.057511767277964976,0.4058956916099774,2
2014,704,VNM,0.693,32.38,32.38,0.693,0.05733172149489442,0.41496598639455784,2
2015,704,VNM,0.697,30.43,30.43,0.697,0.05231616039507189,0.4240362811791383,2
2016,704,VNM,0.702,23.2,23.2,0.702,0.03372000308649914,0.435374149659864,2
2017,704,VNM,0.706,27.98,27.98,0.706,0.04601455798760257,0.4444444444444444,2
2018,704,VNM,0.711,27.83,27.83,0.711,0.04562874559530851,0.45578231292517013,2
2019,704,VNM,0.717,25.71,25.71,0.717,0.04017593045088608,0.4693877551020409,2
2020,704,VNM,0.726,29.88,29.88,0.726,0.0509015149566604,0.48979591836734704,2
2013,710,ZAF,0.705,17.21,17.21,0.705,0.018313228220890456,0.44217687074829937,2
2014,710,ZAF,0.714,14.46,14.46,0.714,0.01124000102883305,0.4625850340136055,2
2017,710,ZAF,0.725,10.09,10.09,0.725,0.0,0.487528344671202,2
2020,710,ZAF,0.722,11.62,11.62,0.722,0.003935286401399212,0.4807256235827666,2
2013,894,ZMB,0.554,10.5,10.5,0.554,0.0010545538722703772,0.09977324263038567,3
2015,894,ZMB,0.563,13.4,13.4,0.563,0.008513593456621827,0.1201814058956916,3
2016,894,ZMB,0.564,11.31,11.31,0.564,0.0031379407906581974,0.12244897959183665,3
